Brand,Model,Year,Country,Condition,Engine_Size,Horsepower,Torque,Weight,Top_Speed,Acceleration_0_100,Fuel_Type,Drivetrain,Transmission,Fuel_Efficiency,CO2_Emissions,Price,Mileage,Popularity,Safety_Rating,Number_of_Owners,Market_Demand,Insurance_Cost,Production_Units,Log_Price,Log_Mileage,Modification
McLaren,Huracan,1994,USA,new,2.3,1279,1607,2111,219,4,Petrol,RWD,Automatic,6.1,150,418869,191947,High,1,1,Low,11338,5000,12.94531589,12.16497978,
Ford,M4 Competition,1989,Europe,used,4.9,1312,1267,2455,315,3.3,Petrol,AWD,DCT,6.6,337,398764,219574,High,2,2,Low,7000,200,12.89612755,12.29944914,
Porsche,DBS,1994,USA,restored,6.5,924,1725,1175,331,4.2,Diesel,AWD,DCT,11.7,233,250287,3075,Medium,4,3,Medium,9423,5000,12.43036753,8.031385331,
Nissan,Corvette Z06,2021,Europe,new,5.7,305,357,1588,153,6.9,Electric,RWD,CVT,14.5,380,212217,163314,Low,4,3,High,2847,100000,12.26536933,12.00343613,
Aston Martin,DBS,2008,USA,used,5.6,421,194,1146,323,4.9,Petrol,AWD,DCT,13.7,325,345205,133863,High,4,2,High,10560,20000,12.75189662,11.80457964,Supercharged
Chevrolet,720S,2002,USA,salvage,6.4,1312,1585,2247,212,6.2,Petrol,AWD,DCT,6.3,125,450395,245817,Low,2,1,Low,663,20000,13.01788247,12.4123467,Sport
Ford,720S,1996,Europe,used,3.1,620,619,1941,376,3.3,Electric,FWD,Automatic,5.2,315,295497,29310,High,2,4,Medium,13683,20000,12.59641735,10.28571815,
Bugatti,DBS,1988,Asia,used,5.8,890,1665,1307,351,6.8,Diesel,AWD,CVT,5.3,179,179372,89868,High,2,3,High,1966,1000,12.09722272,11.40610833,
Ferrari,720S,2015,Asia,salvage,4.1,1510,387,2334,395,2.1,Diesel,AWD,CVT,10.5,391,468214,50908,High,1,2,Low,5267,1000,13.05668287,10.837795,
Porsche,Corvette Z06,1988,Europe,new,2,763,1630,1024,379,6.7,Diesel,RWD,Automatic,9.9,120,81374,48863,High,3,3,Low,5984,20000,11.30682338,10.79679621,Nismo
BMW,Mustang GT,1995,Europe,new,2.9,1390,1106,2243,199,6.5,Diesel,FWD,Manual,5.1,321,403647,202906,High,2,1,High,12760,1000,12.90829849,12.22050302,Sport
Chevrolet,488 GTB,2015,Asia,new,6.7,254,1743,1052,179,2.3,Diesel,AWD,DCT,5.6,148,329526,79389,Low,4,3,High,7732,20000,12.70541357,11.28212769,
Aston Martin,720S,2012,Asia,used,7.3,1468,1193,1557,383,5,Petrol,RWD,Automatic,15,439,470218,202861,Low,1,1,Medium,10231,100000,13.06095382,12.22028122,Track Edition
Chevrolet,720S,2010,Asia,used,3.4,1432,1202,2480,350,5.9,Electric,AWD,DCT,14.6,159,239295,106854,Medium,3,4,Low,14449,20000,12.38545656,11.57922805,
Ford,Huracan,1985,Europe,used,2.8,733,1597,919,165,4,Petrol,FWD,CVT,6.3,341,490255,87929,Low,2,4,Low,11508,100000,13.10268298,11.38429632,GT
McLaren,DBS,1989,USA,salvage,1.8,1067,842,1146,329,2.5,Petrol,FWD,CVT,6.6,118,125317,66299,High,4,3,High,5743,1000,11.73860979,11.10194518,
Ferrari,911 Turbo S,1995,Europe,used,7.7,1258,1215,2313,153,6.1,Petrol,FWD,DCT,14,177,36539,79165,High,1,2,High,9925,200,10.50616283,11.27930219,
Ferrari,GT-R,1983,Asia,new,6,1195,309,2270,175,4.3,Electric,FWD,CVT,10.1,230,422336,152768,Low,2,1,Low,6720,5000,12.95355885,11.93668226,Nismo
BMW,Chiron,2001,USA,new,7.7,620,1115,2399,306,3.3,Petrol,FWD,CVT,14.6,313,190727,97802,Medium,4,3,Medium,14344,20000,12.15860361,11.49071053,Supercharged
McLaren,720S,1992,Europe,salvage,7.1,694,1705,2126,369,2.4,Petrol,FWD,Manual,10.2,227,261049,56150,Low,2,1,Low,7490,20000,12.47246724,10.93579977,
Nissan,Chiron,1995,Asia,new,3.8,297,685,1932,288,5.2,Diesel,RWD,CVT,10.8,206,412413,63920,Low,1,2,Medium,3228,20000,12.92978298,11.06540322,
Lamborghini,Corvette Z06,2008,Europe,used,2.3,888,1112,1430,241,2.2,Electric,FWD,CVT,7.2,280,194067,164368,Medium,2,3,Medium,796,5000,12.17596389,12.00986918,Sport
Porsche,911 Turbo S,1985,USA,new,4.8,1327,855,1002,257,6,Diesel,AWD,DCT,13.8,293,484208,100750,Low,2,2,Medium,3581,100000,13.09027191,11.52040741,Turbo
Ferrari,GT-R,2005,Asia,new,1.8,1303,275,2169,373,5.9,Diesel,AWD,Automatic,13.3,417,142241,94874,High,1,1,Low,2664,20000,11.86528511,11.46031551,Turbo
Bugatti,DBS,1990,Europe,used,2.6,378,1706,1496,301,3.6,Petrol,AWD,CVT,8.4,144,256274,161908,Low,2,3,High,10198,100000,12.45400637,11.99478973,
Ferrari,488 GTB,2003,USA,new,3.1,309,792,2242,200,4.4,Diesel,AWD,CVT,11.1,156,100229,116617,High,3,2,High,2423,1000,11.51522282,11.66665891,Supercharged
Chevrolet,GT-R,2008,USA,salvage,5.9,1273,1228,1250,191,5.3,Petrol,FWD,Automatic,8.4,282,267457,55247,Low,4,4,Low,2744,100000,12.49671782,10.91958742,
Ferrari,GT-R,1982,Europe,new,4.9,157,188,1133,316,6.8,Diesel,FWD,Automatic,9.6,374,243857,166116,Low,2,1,Medium,14495,20000,12.40434137,12.02044764,
Ferrari,488 GTB,1989,USA,used,3.5,246,1528,936,284,4.6,Electric,RWD,Automatic,13.5,416,192909,166811,Low,1,3,Low,10926,100000,12.16997904,12.02462271,Sport
Lamborghini,Mustang GT,1980,Asia,used,5.2,832,492,2268,167,7,Electric,FWD,DCT,9.2,104,140229,59265,High,2,4,High,1177,20000,11.85103921,10.98979106,V-Spec
Lamborghini,DBS,2022,USA,used,2.4,786,174,1191,152,3.6,Diesel,AWD,CVT,13.4,253,366379,191462,High,4,2,Medium,11993,1000,12.81142633,12.16244986,
Aston Martin,Huracan,2005,Europe,salvage,6.4,961,204,916,340,4.6,Petrol,RWD,CVT,14.6,118,489939,151842,Medium,2,4,Low,13067,5000,13.10203821,11.93060237,
Nissan,Chiron,1991,Asia,new,6.2,391,1060,989,385,2.6,Petrol,RWD,Automatic,9.2,130,401844,191886,High,2,1,Low,12427,200,12.90382172,12.16466194,Nismo
Bugatti,720S,1993,USA,new,3,755,960,2271,387,4.8,Petrol,RWD,Manual,13.8,246,365178,126138,Low,4,3,Low,14043,1000,12.80814292,11.74513975,
Ferrari,GT-R,2004,USA,new,5.5,914,711,1576,169,4.7,Diesel,RWD,DCT,8,436,70471,154058,Low,4,4,Medium,14598,100000,11.16297075,11.94509092,
Ferrari,Corvette Z06,1987,Asia,restored,4.8,1191,851,1876,247,6.2,Petrol,FWD,Automatic,5,445,391650,15520,Low,3,2,Medium,3687,100000,12.87812642,9.649949225,RS
Porsche,488 GTB,2022,Asia,salvage,2,326,741,2367,371,7,Diesel,RWD,Automatic,5.8,224,413572,165942,Low,2,4,Low,12751,100000,12.93258932,12.01939963,RS
Lamborghini,Chiron,1983,USA,new,3.4,813,1128,1152,222,6.9,Electric,FWD,CVT,12.4,427,211408,132815,High,1,3,High,8094,50,12.26154992,11.79671999,
Bugatti,911 Turbo S,2007,Asia,used,8,1003,436,1716,223,3.2,Petrol,RWD,Manual,6,124,210361,227146,Medium,1,4,High,8254,5000,12.25658514,12.33335266,
BMW,488 GTB,1986,Europe,new,2.2,462,1307,1083,272,3.7,Diesel,FWD,DCT,14.4,252,310099,96211,High,1,3,Medium,6510,20000,12.64465011,11.47430937,
Aston Martin,911 Turbo S,1989,USA,new,4.8,849,1758,1189,219,3.4,Petrol,FWD,Manual,13.7,336,354845,24115,Low,1,2,High,5194,1000,12.77943917,10.0906308,Track Edition
Nissan,DBS,2015,Europe,used,7,1311,744,1660,294,3,Diesel,AWD,Manual,10.1,313,405341,95250,Medium,4,3,Low,2114,5000,12.91248643,11.46427079,
McLaren,GT-R,1981,USA,new,3.5,1313,371,2138,228,2.8,Petrol,FWD,CVT,10.8,240,439652,58790,High,2,2,Medium,1096,1000,12.99374106,10.98174406,
Nissan,Corvette Z06,2005,Europe,new,3.3,1487,271,1057,374,4.6,Electric,RWD,Automatic,11.9,397,66957,137969,Low,3,4,Low,9815,20000,11.11182084,11.83479155,
Chevrolet,720S,1993,Europe,used,7.3,208,1479,1822,397,6.4,Diesel,RWD,Automatic,12.3,242,193372,124374,High,1,3,Low,7282,20000,12.17237625,11.73105647,
Ferrari,911 Turbo S,1995,Asia,used,3.6,326,1029,1590,336,4.9,Diesel,FWD,Manual,9.9,122,366963,87739,High,4,1,Medium,14720,1000,12.81301903,11.38213317,
Aston Martin,Chiron,2022,USA,new,5.8,1273,1511,1292,331,6.4,Electric,FWD,DCT,8.1,383,315931,194569,High,2,2,Low,4115,5000,12.66328228,12.17854727,
Chevrolet,Mustang GT,2021,Asia,used,6.3,355,985,1943,290,6.8,Electric,FWD,DCT,14.1,211,288589,189895,Low,4,4,High,13565,5000,12.57276227,12.15423183,
Bugatti,DBS,1996,Asia,used,6.6,724,719,2394,191,3.9,Petrol,FWD,CVT,5.5,368,196711,7489,Low,3,4,Low,11566,20000,12.18949601,8.921324077,
McLaren,Mustang GT,2001,USA,new,8,1042,1126,1330,193,6.2,Diesel,AWD,DCT,8.6,195,395402,229815,High,3,2,Low,5409,20000,12.88766078,12.34503427,Supercharged
Lamborghini,DBS,1983,Europe,restored,6.7,864,1090,1896,396,2.3,Diesel,AWD,CVT,11.7,430,160251,4185,High,1,1,High,10606,200,11.98450286,8.339500903,
Aston Martin,Huracan,1998,USA,new,5.8,1492,1124,1904,363,4.4,Petrol,AWD,Manual,13.9,271,373692,49319,High,2,2,Medium,2323,1000,12.83118988,10.80608496,
Aston Martin,Chiron,1981,USA,new,7.3,1048,1243,1991,229,3.8,Petrol,AWD,DCT,5.7,390,53841,248210,Low,2,3,Medium,8100,100000,10.89380911,12.42203447,V-Spec
Ferrari,Mustang GT,2018,USA,new,7.4,666,1263,2000,375,3,Diesel,AWD,Automatic,11.6,402,28552,154592,Low,4,4,High,11034,100000,10.25951729,11.94855114,Nismo
Ford,Corvette Z06,1988,Asia,used,7.8,349,1528,1001,216,4.2,Electric,FWD,Manual,9.9,334,98337,203638,High,4,2,Low,13282,20000,11.4961658,12.2241041,GT
Aston Martin,GT-R,1998,USA,new,6.6,422,422,1551,349,4.2,Petrol,AWD,CVT,11.9,405,186847,48511,High,4,3,High,5798,5000,12.13805073,10.78956647,
Porsche,488 GTB,1995,USA,new,2.8,1357,1292,1792,169,6,Diesel,AWD,Manual,8.2,186,400405,114186,Medium,2,4,Medium,14467,1000,12.90023431,11.64559273,Turbo
McLaren,720S,2004,USA,new,6.1,331,1344,1484,196,6.3,Petrol,FWD,Manual,12.1,395,477793,173619,Low,2,4,Medium,4890,20000,13.07693496,12.06462428,
McLaren,GT-R,1997,Europe,new,2.1,161,1146,1106,173,5.3,Electric,FWD,CVT,6.8,432,302085,30859,Medium,1,3,Low,5444,20000,12.61846702,10.33721613,Supercharged
Porsche,GT-R,2002,Europe,used,3.6,1242,519,1112,328,5.2,Diesel,RWD,DCT,12.8,297,332165,242395,Low,3,2,High,12503,100000,12.71339012,12.39832803,Track Edition
BMW,DBS,2000,Europe,new,2.3,1355,187,978,295,2.6,Diesel,RWD,DCT,12.5,320,380106,47805,Low,3,2,Low,11443,100000,12.84820807,10.77490643,V-Spec
Porsche,Corvette Z06,1990,Europe,used,7.7,1446,273,2036,172,4.9,Diesel,RWD,Automatic,14.5,397,214774,125256,Low,1,4,Medium,10403,5000,12.27734625,11.73812291,
Porsche,DBS,2018,Asia,used,3.8,845,1134,1032,278,3.4,Electric,AWD,DCT,6.7,242,190121,192150,Low,3,2,Medium,10253,100000,12.15542125,12.1660368,
McLaren,M4 Competition,2020,Asia,used,6.2,882,1637,2120,272,3.5,Petrol,FWD,CVT,12.2,159,299404,206119,High,3,1,Low,6694,1000,12.60955245,12.2362138,RS
Nissan,911 Turbo S,1983,USA,new,5.3,1146,301,1948,264,2.5,Electric,RWD,CVT,8.2,413,203988,116421,Medium,4,2,Low,11063,20000,12.22582135,11.6649768,
McLaren,720S,2004,Asia,new,2.3,244,644,1371,215,5.2,Electric,RWD,CVT,7.8,388,147835,36145,High,1,2,Medium,1121,1000,11.90385883,10.49532157,
Ford,911 Turbo S,2011,Europe,new,5.2,851,308,2466,282,4.9,Electric,AWD,DCT,9,101,113906,110655,High,1,4,High,4103,5000,11.6431376,11.61418157,Supercharged
Ferrari,488 GTB,2009,USA,used,5.8,1375,139,1189,167,3.1,Diesel,RWD,CVT,7.9,252,349499,72338,High,3,4,Medium,6714,200,12.76425884,11.18911868,
Chevrolet,M4 Competition,2024,USA,new,7.2,311,970,2179,357,3.3,Electric,FWD,DCT,7.5,353,259999,63699,Low,1,3,Low,651,1000,12.46843691,11.06193984,Track Edition
Nissan,Chiron,2005,Europe,used,2,900,1426,2129,351,5.9,Diesel,FWD,CVT,12.7,158,311294,237329,Medium,4,4,High,10294,5000,12.64849629,12.37720686,
Lamborghini,488 GTB,2015,Europe,new,3.5,598,1017,2398,266,6,Diesel,RWD,CVT,12,350,85537,19866,Low,4,2,Low,12982,20000,11.356716,9.896815343,Turbo
Chevrolet,488 GTB,2013,Europe,new,6,555,129,1906,370,4.5,Petrol,FWD,DCT,6.1,124,308412,7776,High,2,1,Low,13605,20000,12.63919507,8.958925939,
Ferrari,Huracan,1988,Asia,new,1.8,963,819,1991,184,2.7,Petrol,RWD,Automatic,10.6,232,418131,238684,High,2,3,High,3433,20000,12.94355245,12.38289997,
Ford,720S,1991,USA,new,2.9,1213,1674,2138,302,2.3,Electric,RWD,Automatic,8.3,342,240668,189256,Low,4,4,Medium,13289,20000,12.39117782,12.15086116,
Ford,DBS,1981,Europe,salvage,3,614,774,1533,255,3.4,Diesel,FWD,Automatic,14.7,161,267949,161260,Low,4,3,Low,2563,5000,12.49855567,11.99077945,
Lamborghini,Corvette Z06,2017,USA,new,5.9,140,1758,1321,398,5.7,Diesel,FWD,DCT,9.3,203,288315,18219,Medium,3,2,Low,4818,20000,12.57181238,9.810275171,
Nissan,911 Turbo S,1984,USA,used,3.4,171,1446,1457,301,5,Petrol,AWD,CVT,5.4,177,218912,194873,Low,1,3,Medium,3220,5000,12.29642967,12.18010847,Track Edition
BMW,488 GTB,1984,Asia,restored,5.4,252,360,1480,290,5.6,Diesel,AWD,DCT,8.3,308,23002,21565,Medium,2,4,Medium,6849,20000,10.04337992,9.978873279,
Porsche,911 Turbo S,2001,USA,used,7.8,830,271,1438,298,4.4,Electric,RWD,Manual,8.1,204,50507,165297,High,4,3,High,7148,200,10.82988702,12.01550518,
Nissan,911 Turbo S,1984,Europe,new,6.7,381,903,1361,383,5.8,Diesel,FWD,Manual,5.1,190,121361,28250,High,1,2,Medium,7333,20000,11.70653309,10.24888413,Nismo
BMW,Chiron,1983,Europe,salvage,3.7,1102,1480,2378,384,4.4,Electric,RWD,DCT,9.9,263,158999,104244,Medium,4,4,Medium,2919,1000,11.97665948,11.55449918,V-Spec
Ford,720S,1988,USA,new,4.6,733,307,1905,188,2.4,Petrol,AWD,Manual,14.1,214,214383,58726,Medium,4,2,Low,4579,5000,12.27552408,10.98065487,
McLaren,720S,2008,USA,used,2.9,342,583,1200,311,2.4,Petrol,RWD,Automatic,13,249,401924,147004,High,4,4,Low,12364,20000,12.90402078,11.89822188,
Ferrari,Mustang GT,2001,Asia,new,1.7,397,841,2211,296,6.2,Diesel,FWD,Automatic,11.8,332,301684,182730,Medium,3,4,Medium,8042,5000,12.61713871,12.11577041,RS
Lamborghini,GT-R,2006,Europe,new,3.5,1135,1320,1925,305,5.1,Diesel,FWD,Automatic,8.4,185,301842,16177,High,3,1,High,5734,1000,12.61766229,9.691407574,
Ferrari,720S,1989,Europe,used,4,836,1019,1943,240,3.4,Petrol,AWD,Manual,7.3,127,41709,100405,Medium,1,1,High,11757,20000,10.63849619,11.51697725,
Bugatti,911 Turbo S,1995,USA,used,5.2,669,825,2400,263,5.8,Electric,RWD,Automatic,8.4,147,392650,209193,Low,1,4,Low,7029,100000,12.88067646,12.25101733,
Bugatti,DBS,2021,USA,new,7.6,835,1320,1853,367,2.7,Electric,RWD,Automatic,6.2,287,418096,242951,Medium,1,2,High,1070,20000,12.94346874,12.40061917,
Nissan,911 Turbo S,2021,USA,new,7.7,1140,1000,2414,288,5.2,Electric,FWD,Automatic,6,183,32725,64397,Low,2,3,High,13084,20000,10.39592515,11.07283786,
Ford,DBS,1989,Europe,used,2,748,534,1885,326,6.9,Petrol,AWD,DCT,10.7,162,480046,237293,Medium,3,4,Low,11954,5000,13.08163929,12.37705516,Supercharged
Ford,Mustang GT,1985,USA,new,5.5,1288,697,1705,184,2.8,Petrol,FWD,CVT,13.1,101,83023,245516,Medium,3,1,Medium,4549,20000,11.326885,12.41112147,
Porsche,DBS,1984,Asia,new,1.9,627,429,1156,233,2.7,Petrol,FWD,CVT,6,378,135166,35526,Medium,2,1,Medium,3889,5000,11.81426633,10.47804825,
Porsche,720S,1985,Asia,salvage,5.7,1150,1145,1352,225,4.3,Diesel,AWD,DCT,8.4,150,142413,24910,High,2,2,Low,8775,20000,11.86649359,10.12306475,
Porsche,Chiron,2004,USA,salvage,2.4,911,436,1337,206,5.2,Petrol,FWD,Automatic,6.2,325,156368,82277,Medium,2,4,Low,6773,1000,11.95997388,11.31785904,RS
McLaren,DBS,1983,Asia,restored,7.7,255,1652,1297,177,2.1,Electric,RWD,Automatic,8.1,179,360387,6571,Low,3,3,Low,873,5000,12.79493651,8.790573479,
Chevrolet,911 Turbo S,2019,Asia,used,7.1,1512,1139,2076,215,4.5,Electric,RWD,DCT,13.3,345,254253,170282,High,1,1,Medium,6848,5000,12.44608905,12.04521704,
Aston Martin,Corvette Z06,2011,Asia,new,1.7,970,1715,1548,398,2.4,Petrol,RWD,DCT,5.3,305,466179,209143,High,1,2,High,9339,200,13.0523271,12.25077829,
Chevrolet,720S,2014,Asia,salvage,6.6,1112,487,1121,214,3.2,Petrol,FWD,Manual,11.5,215,499706,36607,High,3,4,Medium,9974,5000,13.12177721,10.50802207,
Ferrari,Corvette Z06,1989,Asia,new,5.7,1471,674,2359,350,5.6,Electric,AWD,DCT,5.6,356,23458,44945,Low,4,2,Medium,9601,100000,10.0630095,10.71321705,Nismo
Chevrolet,M4 Competition,2013,Europe,new,4.8,141,724,1035,299,5.7,Petrol,AWD,Automatic,9.3,114,127363,176035,High,3,4,Low,11082,5000,11.75480441,12.0784438,
McLaren,M4 Competition,2015,USA,used,5.5,1447,1369,2451,397,5.6,Diesel,AWD,DCT,9.7,316,305949,154270,Medium,1,3,High,7995,20000,12.63117697,11.94646608,
Ferrari,911 Turbo S,1985,Asia,new,5.9,645,1055,1525,200,2.3,Petrol,AWD,Automatic,9,142,378645,99203,Low,2,2,Medium,1556,20000,12.84435701,11.50493362,
Chevrolet,M4 Competition,2022,USA,used,7.3,445,599,1675,381,5.9,Electric,AWD,Manual,11.4,202,318373,147788,Low,4,2,High,8939,100000,12.67098207,11.90354086,
McLaren,GT-R,1995,Asia,new,6.5,1161,1100,2202,240,4.2,Electric,FWD,DCT,14.7,393,381853,49958,Medium,2,2,High,2190,5000,12.85279362,10.81895795,
Aston Martin,Mustang GT,1998,Europe,new,5.3,1277,1206,1484,286,4.4,Petrol,AWD,Manual,7.7,162,390138,67677,Medium,3,4,Low,2302,20000,12.87425836,11.12251644,Nismo
Chevrolet,720S,2013,Europe,used,6.9,443,1423,1384,348,4.1,Electric,RWD,Automatic,11.1,330,353333,195766,Low,3,1,High,6484,100000,12.77516906,12.18468046,
McLaren,Corvette Z06,2004,Asia,new,7.9,1338,1059,2469,313,6.3,Petrol,FWD,Automatic,8.5,337,476611,65554,High,3,4,Medium,12549,5000,13.07445802,11.09064476,Track Edition
Porsche,911 Turbo S,2010,Asia,new,3.5,676,133,2168,331,5.4,Electric,RWD,Automatic,15,406,205055,23747,High,4,3,High,1103,20000,12.23103839,10.0752536,
Ford,GT-R,2020,Asia,new,2.4,168,147,1941,389,4.5,Electric,AWD,Automatic,14.5,349,401274,149568,Medium,3,4,Low,14300,5000,12.90240226,11.9155131,GT
Porsche,911 Turbo S,1996,Europe,new,6.3,1237,261,1776,315,6.2,Electric,AWD,Manual,5.9,177,242406,35623,Medium,1,2,Medium,5453,1000,12.39837341,10.48077485,Turbo
Ford,GT-R,2009,Europe,new,7.9,1174,709,2479,391,6,Petrol,RWD,DCT,14.7,182,23302,78175,Low,4,2,High,5969,100000,10.05633739,11.26671797,
Lamborghini,M4 Competition,2018,USA,salvage,2.3,382,592,2066,215,2,Petrol,RWD,DCT,12.4,253,179153,197835,High,1,3,Medium,12128,20000,12.09600105,12.19519368,Track Edition
Lamborghini,M4 Competition,2010,Europe,new,4.4,432,1667,1400,320,4.4,Petrol,FWD,Automatic,14.9,329,433003,79947,Low,3,1,Medium,5693,100000,12.97850224,11.2891317,GT
Lamborghini,DBS,1998,Asia,used,2,1108,1327,2450,282,2.2,Diesel,AWD,Automatic,12.7,196,345861,201427,High,1,3,Low,12445,200,12.75379513,12.21318728,V-Spec
Aston Martin,Huracan,2014,USA,new,6.6,387,436,992,230,3.5,Diesel,AWD,Manual,6.3,273,360676,62410,Medium,2,1,Medium,9974,20000,12.7957381,11.04149682,
Porsche,911 Turbo S,2008,Europe,new,7.7,1129,1504,2306,314,6,Diesel,AWD,Manual,12.5,239,439049,114036,High,2,2,Low,11539,20000,12.99236858,11.64427824,
Ford,DBS,1980,Europe,new,4.8,671,564,1178,335,6.7,Electric,RWD,Automatic,12.3,192,261008,159856,Medium,3,3,Low,12311,5000,12.47231017,11.98203494,
McLaren,720S,1983,Asia,new,4.2,769,415,2372,212,3.2,Electric,AWD,Automatic,6.7,239,221725,176669,High,2,1,High,11645,200,12.30919766,12.08203886,Supercharged
Ferrari,DBS,2007,USA,new,7.4,681,523,1881,248,2.1,Petrol,FWD,DCT,12.5,128,344386,18416,High,3,3,Low,3784,5000,12.7495213,9.82102943,
McLaren,488 GTB,1997,Europe,new,2.5,590,871,1520,200,4,Electric,FWD,DCT,11.7,160,296232,184054,Low,1,2,High,4454,20000,12.59890159,12.1229899,
Ferrari,M4 Competition,2005,Europe,new,7.3,353,382,2211,221,3.7,Diesel,RWD,DCT,14.9,140,313020,151019,High,4,4,Medium,8234,20000,12.65402556,11.92516756,V-Spec
Bugatti,488 GTB,2019,Asia,new,4.1,221,966,1375,192,5.4,Diesel,RWD,Automatic,11.2,247,130106,236031,High,3,4,Medium,3045,200,11.77611247,12.37172267,
McLaren,911 Turbo S,1998,USA,used,5.2,409,496,1781,216,4.5,Petrol,FWD,CVT,9.1,401,339416,229342,Low,2,1,Low,8122,5000,12.73498472,12.34297398,
Chevrolet,Corvette Z06,1985,USA,salvage,5,1323,704,1571,344,4,Electric,RWD,Manual,14.5,346,214271,26011,High,4,2,High,524,5000,12.27500151,10.16631325,Supercharged
Chevrolet,Corvette Z06,1980,USA,new,5.5,377,1211,1700,214,3.1,Electric,RWD,Manual,11.3,257,34537,150763,Low,3,3,Medium,1969,20000,10.44981545,11.92347098,
Nissan,720S,1987,USA,used,7.6,1514,918,1070,211,6.1,Diesel,AWD,Manual,8.5,394,444024,83632,High,4,2,High,9868,50,13.00363615,11.33419346,GT
Porsche,DBS,2012,Asia,used,7.7,1502,590,2448,365,3.2,Petrol,FWD,Automatic,5.2,345,111450,205404,High,1,3,Medium,12220,20000,11.62134031,12.23273892,
Ferrari,Corvette Z06,2022,Europe,new,6.9,995,851,1271,386,2.3,Diesel,AWD,Automatic,12.6,395,470729,232616,Low,1,3,High,8187,20000,13.06203996,12.3571486,
Ferrari,GT-R,2000,Europe,used,2.8,207,1091,1631,340,4.8,Electric,FWD,Manual,6.2,278,367572,14933,Low,4,4,Low,10792,20000,12.81467722,9.611395772,
Porsche,GT-R,2003,USA,salvage,3.7,587,166,2316,307,3.6,Diesel,AWD,Manual,14.2,357,209733,165996,Low,3,2,Medium,13270,100000,12.25359534,12.01972499,Turbo
Aston Martin,720S,2004,USA,new,4.7,715,1066,1084,383,5.6,Diesel,FWD,Manual,14.6,317,437112,78128,Medium,4,1,Low,735,5000,12.98794702,11.26611659,Supercharged
Nissan,Mustang GT,2022,USA,used,7.4,1167,1201,2433,239,2.4,Electric,FWD,Automatic,7.4,255,421283,139420,High,2,3,Low,12239,200,12.95106247,11.84525341,
Aston Martin,M4 Competition,1998,Europe,used,4.9,174,143,2355,315,6.8,Electric,FWD,CVT,6.1,406,64394,181888,Medium,3,3,High,14333,5000,11.07279127,12.11115189,
Aston Martin,DBS,2008,Europe,new,7.9,167,1433,1838,384,2.9,Electric,RWD,CVT,11,219,404179,97236,Medium,4,1,Low,10305,20000,12.9096156,11.48490658,V-Spec
Aston Martin,911 Turbo S,1989,USA,new,7.9,545,950,1734,253,3.8,Diesel,AWD,CVT,7.1,363,165896,46366,High,3,1,Low,13136,5000,12.01912239,10.74434328,GT
Porsche,Chiron,1991,Asia,salvage,5.4,374,1587,1108,200,4.4,Diesel,RWD,DCT,10.4,386,106315,157978,Medium,2,1,Low,13940,20000,11.57417107,11.97021739,Sport
Aston Martin,Chiron,2012,Europe,used,7.2,1215,522,1893,256,6.5,Diesel,RWD,DCT,9.1,138,109622,40226,High,3,2,Low,8365,50,11.60480249,10.60229369,
Chevrolet,Chiron,1986,Europe,new,8,622,1167,1699,187,5.6,Petrol,FWD,Automatic,12.9,287,113173,191527,High,4,1,High,12225,200,11.63668174,12.16278929,Supercharged
Lamborghini,Corvette Z06,1996,USA,new,7,452,1207,2252,385,2.7,Petrol,FWD,CVT,15,341,204009,98233,High,4,3,High,7657,50,12.22592429,11.49510767,
Bugatti,Mustang GT,1989,Asia,salvage,5.8,1405,1753,2284,391,4.2,Electric,RWD,CVT,9.6,182,183141,67271,Low,4,4,Low,9479,100000,12.11801709,11.11649938,
Ferrari,Mustang GT,2010,USA,new,7,597,1382,2367,216,4.7,Petrol,RWD,DCT,11.9,304,376428,247941,High,1,4,Medium,3033,1000,12.83848473,12.42095013,
Ferrari,DBS,1985,USA,used,2.1,1214,402,2364,226,5.5,Electric,RWD,CVT,8.4,243,469758,53902,Low,1,4,Low,2339,20000,13.05997508,10.89494141,
Bugatti,DBS,1996,Asia,new,5.7,1272,1585,1268,249,4.9,Diesel,FWD,Manual,13.6,378,97636,80804,Low,2,4,Low,4055,100000,11.4890118,11.29979412,
Porsche,Mustang GT,2016,Asia,new,3,216,1443,2029,254,4.3,Electric,FWD,DCT,5.4,281,196315,31429,Medium,1,3,Medium,4828,1000,12.18748088,10.35551813,
McLaren,720S,1997,Asia,new,2.3,209,212,1623,197,5.8,Diesel,FWD,Manual,9.9,424,397731,223541,High,1,2,Medium,10811,1000,12.89353369,12.31735459,Supercharged
Porsche,DBS,2005,Europe,new,7.3,357,1720,2248,289,3.9,Electric,AWD,CVT,6.8,111,88226,85404,High,2,2,Low,3313,5000,11.38766832,11.35515993,
Ferrari,720S,1995,USA,new,5.7,612,1518,2155,169,6.9,Petrol,RWD,Automatic,6.8,391,399357,145337,Medium,3,3,High,3865,20000,12.89761354,11.88681734,Turbo
Ferrari,488 GTB,1987,Europe,used,3.2,752,805,1904,252,6.7,Diesel,RWD,CVT,10.3,156,133686,77656,Medium,3,4,High,10909,20000,11.80325653,11.26005697,Nismo
Bugatti,GT-R,2003,Asia,used,4.1,1463,429,1736,385,5.5,Diesel,AWD,Automatic,8.1,253,320068,171990,High,2,3,Medium,14063,5000,12.67629188,12.05519743,Nismo
